Date,Job Creation Date,Job Completion Date,Filtered Job Completion Date,Success,Duration,Duration Bucket,Activity Type,Component Being updated,Cores,Customer ID,Job Completion Times & Job Completion Time,Job Creation Time,Job Result,Number of Records,Path,Product Name,Storage (GB),Storage
5/24/2019 2:00:00 PM,5/24/2019 12:00:00 AM,5/24/2019 12:00:00 AM,5/24/2019 12:00:00 AM,False,22,0-59 minutes,Deployment,,48,,5/24/2019 2:56:00 PM,5/24/2019 2:34:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,2400,
5/24/2019 2:00:00 PM,5/24/2019 12:00:00 AM,5/24/2019 12:00:00 AM,5/24/2019 12:00:00 AM,False,2,0-59 minutes,Deployment,,48,,5/24/2019 2:29:00 PM,5/24/2019 2:27:00 PM,CANCELLED,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,2400,
5/24/2019 12:00:00 PM,5/24/2019 12:00:00 AM,5/24/2019 12:00:00 AM,5/24/2019 12:00:00 AM,True,38,0-59 minutes,Deployment,,16,,5/24/2019 1:30:00 PM,5/24/2019 12:52:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
5/24/2019 9:00:00 AM,5/24/2019 12:00:00 AM,5/24/2019 12:00:00 AM,5/24/2019 12:00:00 AM,False,2,0-59 minutes,Deployment,,48,,5/24/2019 9:35:00 AM,5/24/2019 9:33:00 AM,CANCELLED,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,2400,
5/23/2019 7:00:00 PM,5/23/2019 12:00:00 AM,5/23/2019 12:00:00 AM,5/23/2019 12:00:00 AM,False,3,0-59 minutes,Deployment,,16,,5/23/2019 7:08:00 PM,5/23/2019 7:05:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
5/23/2019 2:00:00 PM,5/23/2019 12:00:00 AM,5/23/2019 12:00:00 AM,5/23/2019 12:00:00 AM,True,4,0-59 minutes,Deployment,,6,,5/23/2019 2:44:00 PM,5/23/2019 2:40:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
5/22/2019 7:00:00 PM,5/22/2019 12:00:00 AM,5/22/2019 12:00:00 AM,5/22/2019 12:00:00 AM,True,3,0-59 minutes,Deployment,,6,,5/22/2019 7:07:00 PM,5/22/2019 7:04:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
5/22/2019 6:00:00 PM,5/22/2019 12:00:00 AM,5/22/2019 12:00:00 AM,5/22/2019 12:00:00 AM,True,3,0-59 minutes,Deployment,,6,,5/22/2019 6:29:00 PM,5/22/2019 6:26:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
5/22/2019 10:00:00 AM,5/22/2019 12:00:00 AM,5/22/2019 12:00:00 AM,5/22/2019 12:00:00 AM,True,13,0-59 minutes,Deployment,,16,,5/22/2019 11:00:00 AM,5/22/2019 10:47:00 AM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,1920,
5/22/2019 10:00:00 AM,5/22/2019 12:00:00 AM,5/22/2019 12:00:00 AM,5/22/2019 12:00:00 AM,False,3,0-59 minutes,Deployment,,16,,5/22/2019 10:44:00 AM,5/22/2019 10:41:00 AM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,1920,
5/22/2019 9:00:00 AM,5/22/2019 12:00:00 AM,5/22/2019 12:00:00 AM,5/22/2019 12:00:00 AM,False,21,0-59 minutes,Deployment,,16,,5/22/2019 10:16:00 AM,5/22/2019 9:55:00 AM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,1920,
5/21/2019 7:00:00 PM,5/21/2019 12:00:00 AM,5/21/2019 12:00:00 AM,5/21/2019 12:00:00 AM,True,4,0-59 minutes,Deployment,,6,,5/21/2019 7:41:00 PM,5/21/2019 7:37:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
5/21/2019 5:00:00 PM,5/21/2019 12:00:00 AM,5/21/2019 12:00:00 AM,5/21/2019 12:00:00 AM,True,3,0-59 minutes,Deployment,,6,,5/21/2019 5:45:00 PM,5/21/2019 5:42:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
5/17/2019 6:00:00 PM,5/17/2019 12:00:00 AM,5/17/2019 12:00:00 AM,5/17/2019 12:00:00 AM,False,34,0-59 minutes,Deployment,,6,,5/17/2019 6:56:00 PM,5/17/2019 6:22:00 PM,CANCELLED,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
5/17/2019 5:00:00 PM,5/17/2019 12:00:00 AM,5/17/2019 12:00:00 AM,5/17/2019 12:00:00 AM,False,24,0-59 minutes,Deployment,,6,,5/17/2019 6:16:00 PM,5/17/2019 5:52:00 PM,CANCELLED,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
5/17/2019 12:00:00 PM,5/17/2019 12:00:00 AM,5/17/2019 12:00:00 AM,5/17/2019 12:00:00 AM,False,1,0-59 minutes,Deployment,,288,,5/17/2019 12:17:00 PM,5/17/2019 12:16:00 PM,CANCELLED,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,14400,
5/17/2019 12:00:00 AM,5/17/2019 12:00:00 AM,5/17/2019 12:00:00 AM,5/17/2019 12:00:00 AM,False,24,0-59 minutes,Deployment,,16,,5/17/2019 1:10:00 AM,5/17/2019 12:46:00 AM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
5/16/2019 4:00:00 PM,5/16/2019 12:00:00 AM,5/16/2019 12:00:00 AM,5/16/2019 12:00:00 AM,True,42,0-59 minutes,Deployment,,16,,5/16/2019 5:13:00 PM,5/16/2019 4:31:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
5/16/2019 3:00:00 PM,5/16/2019 12:00:00 AM,5/16/2019 12:00:00 AM,5/16/2019 12:00:00 AM,True,35,0-59 minutes,Deployment,,32,,5/16/2019 4:30:00 PM,5/16/2019 3:55:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,4800,
5/16/2019 3:00:00 PM,5/16/2019 12:00:00 AM,5/16/2019 12:00:00 AM,5/16/2019 12:00:00 AM,False,0,more than 2 hours,Deployment,,16,,5/16/2019 3:41:00 PM,5/16/2019 3:41:00 PM,CANCELLED,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
5/16/2019 3:00:00 PM,5/16/2019 12:00:00 AM,5/16/2019 12:00:00 AM,5/16/2019 12:00:00 AM,False,4,0-59 minutes,Deployment,,32,,5/16/2019 3:04:00 PM,5/16/2019 3:00:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,4800,
5/16/2019 1:00:00 AM,5/16/2019 12:00:00 AM,5/16/2019 12:00:00 AM,5/16/2019 12:00:00 AM,False,5,0-59 minutes,Deployment,,32,,5/16/2019 2:03:00 AM,5/16/2019 1:58:00 AM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,4800,
5/16/2019 1:00:00 AM,5/16/2019 12:00:00 AM,5/16/2019 12:00:00 AM,5/16/2019 12:00:00 AM,False,5,0-59 minutes,Deployment,,32,,5/16/2019 1:36:00 AM,5/16/2019 1:31:00 AM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,4800,
5/15/2019 10:00:00 PM,5/15/2019 12:00:00 AM,5/15/2019 12:00:00 AM,5/15/2019 12:00:00 AM,False,4,0-59 minutes,Deployment,,16,,5/15/2019 10:38:00 PM,5/15/2019 10:34:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
5/15/2019 10:00:00 PM,5/15/2019 12:00:00 AM,5/15/2019 12:00:00 AM,5/15/2019 12:00:00 AM,False,4,0-59 minutes,Deployment,,32,,5/15/2019 10:38:00 PM,5/15/2019 10:34:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,4800,
5/15/2019 4:00:00 PM,5/15/2019 12:00:00 AM,5/15/2019 12:00:00 AM,5/15/2019 12:00:00 AM,False,46,0-59 minutes,Deployment,,6,,5/15/2019 5:00:00 PM,5/15/2019 4:14:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
5/15/2019 3:00:00 PM,5/15/2019 12:00:00 AM,5/15/2019 12:00:00 AM,5/15/2019 12:00:00 AM,False,2,0-59 minutes,Deployment,,16,,5/15/2019 3:38:00 PM,5/15/2019 3:36:00 PM,CANCELLED,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
5/15/2019 2:00:00 PM,5/15/2019 12:00:00 AM,5/15/2019 12:00:00 AM,5/15/2019 12:00:00 AM,False,0,more than 2 hours,Deployment,,16,,5/15/2019 2:46:00 PM,5/15/2019 2:46:00 PM,CANCELLED,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
5/14/2019 11:00:00 AM,5/14/2019 12:00:00 AM,5/14/2019 12:00:00 AM,5/14/2019 12:00:00 AM,True,41,0-59 minutes,Deployment,,16,,5/14/2019 12:07:00 PM,5/14/2019 11:26:00 AM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
5/13/2019 5:00:00 PM,5/13/2019 12:00:00 AM,5/13/2019 12:00:00 AM,5/13/2019 12:00:00 AM,False,60,60-119 minutes,Deployment,,14,,5/13/2019 6:30:00 PM,5/13/2019 5:30:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 5,960,
5/13/2019 3:00:00 PM,5/13/2019 12:00:00 AM,5/13/2019 12:00:00 AM,5/13/2019 12:00:00 AM,False,3,0-59 minutes,Deployment,,6,,5/13/2019 3:18:00 PM,5/13/2019 3:15:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
5/10/2019 9:00:00 PM,5/10/2019 12:00:00 AM,5/10/2019 12:00:00 AM,5/10/2019 12:00:00 AM,True,47,0-59 minutes,Deployment,,48,,5/10/2019 10:02:00 PM,5/10/2019 9:15:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 4,2400,
5/10/2019 9:00:00 PM,5/10/2019 12:00:00 AM,5/10/2019 12:00:00 AM,5/10/2019 12:00:00 AM,False,1,0-59 minutes,Deployment,,48,,5/10/2019 9:14:00 PM,5/10/2019 9:13:00 PM,CANCELLED,1,IBM2/Anonymized Deployment Job Data.csv,Product 4,2400,
5/10/2019 7:00:00 PM,5/10/2019 12:00:00 AM,5/10/2019 12:00:00 AM,5/10/2019 12:00:00 AM,False,20,0-59 minutes,Deployment,,6,,5/10/2019 8:07:00 PM,5/10/2019 7:47:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
5/10/2019 7:00:00 PM,5/10/2019 12:00:00 AM,5/10/2019 12:00:00 AM,5/10/2019 12:00:00 AM,True,36,0-59 minutes,Deployment,,16,,5/10/2019 7:55:00 PM,5/10/2019 7:19:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
5/10/2019 7:00:00 PM,5/10/2019 12:00:00 AM,5/10/2019 12:00:00 AM,5/10/2019 12:00:00 AM,False,21,0-59 minutes,Deployment,,6,,5/10/2019 7:37:00 PM,5/10/2019 7:16:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
5/10/2019 7:00:00 PM,5/10/2019 12:00:00 AM,5/10/2019 12:00:00 AM,5/10/2019 12:00:00 AM,False,6,0-59 minutes,Deployment,,16,,5/10/2019 7:10:00 PM,5/10/2019 7:04:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
5/9/2019 6:00:00 PM,5/9/2019 12:00:00 AM,5/9/2019 12:00:00 AM,5/9/2019 12:00:00 AM,False,19,0-59 minutes,Deployment,,6,,5/9/2019 6:51:00 PM,5/9/2019 6:32:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
5/8/2019 8:00:00 PM,5/8/2019 12:00:00 AM,5/8/2019 12:00:00 AM,5/8/2019 12:00:00 AM,False,2,0-59 minutes,Deployment,,16,,5/8/2019 8:33:00 PM,5/8/2019 8:31:00 PM,CANCELLED,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
5/8/2019 8:00:00 PM,5/8/2019 12:00:00 AM,5/8/2019 12:00:00 AM,5/8/2019 12:00:00 AM,False,1,0-59 minutes,Deployment,,48,,5/8/2019 8:20:00 PM,5/8/2019 8:19:00 PM,CANCELLED,1,IBM2/Anonymized Deployment Job Data.csv,Product 4,2400,
5/8/2019 6:00:00 PM,5/8/2019 12:00:00 AM,5/8/2019 12:00:00 AM,5/8/2019 12:00:00 AM,False,1,0-59 minutes,Deployment,,16,,5/8/2019 6:57:00 PM,5/8/2019 6:56:00 PM,CANCELLED,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
5/7/2019 2:00:00 PM,5/7/2019 12:00:00 AM,5/7/2019 12:00:00 AM,5/7/2019 12:00:00 AM,True,4,0-59 minutes,Deployment,,6,,5/7/2019 3:00:00 PM,5/7/2019 2:56:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
5/7/2019 2:00:00 PM,5/7/2019 12:00:00 AM,5/7/2019 12:00:00 AM,5/7/2019 12:00:00 AM,False,66,60-119 minutes,Deployment,,6,,5/7/2019 4:02:00 PM,5/7/2019 2:56:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
5/7/2019 2:00:00 PM,5/7/2019 12:00:00 AM,5/7/2019 12:00:00 AM,5/7/2019 12:00:00 AM,True,38,0-59 minutes,Deployment,,16,,5/7/2019 3:04:00 PM,5/7/2019 2:26:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
5/6/2019 8:00:00 PM,5/6/2019 12:00:00 AM,5/6/2019 12:00:00 AM,5/6/2019 12:00:00 AM,False,21,0-59 minutes,Deployment,,6,,5/6/2019 9:08:00 PM,5/6/2019 8:47:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
5/6/2019 6:00:00 PM,5/6/2019 12:00:00 AM,5/6/2019 12:00:00 AM,5/6/2019 12:00:00 AM,False,68,60-119 minutes,Deployment,,6,,5/6/2019 7:14:00 PM,5/6/2019 6:06:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
5/2/2019 7:00:00 PM,5/2/2019 12:00:00 AM,5/2/2019 12:00:00 AM,5/2/2019 12:00:00 AM,True,4,0-59 minutes,Deployment,,6,,5/2/2019 7:21:00 PM,5/2/2019 7:17:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
5/2/2019 6:00:00 PM,5/2/2019 12:00:00 AM,5/2/2019 12:00:00 AM,5/2/2019 12:00:00 AM,True,35,0-59 minutes,Deployment,,16,,5/2/2019 6:46:00 PM,5/2/2019 6:11:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
5/2/2019 5:00:00 PM,5/2/2019 12:00:00 AM,5/2/2019 12:00:00 AM,5/2/2019 12:00:00 AM,True,39,0-59 minutes,Deployment,,16,,5/2/2019 6:15:00 PM,5/2/2019 5:36:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
5/1/2019 6:00:00 PM,5/1/2019 12:00:00 AM,5/1/2019 12:00:00 AM,5/1/2019 12:00:00 AM,True,4,0-59 minutes,Deployment,,6,,5/1/2019 6:38:00 PM,5/1/2019 6:34:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
4/30/2019 9:00:00 PM,4/30/2019 12:00:00 AM,4/30/2019 12:00:00 AM,4/30/2019 12:00:00 AM,True,33,0-59 minutes,Deployment,,48,,4/30/2019 10:29:00 PM,4/30/2019 9:56:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,4800,
4/30/2019 9:00:00 PM,4/30/2019 12:00:00 AM,4/30/2019 12:00:00 AM,4/30/2019 12:00:00 AM,False,67,60-119 minutes,Deployment,,6,,4/30/2019 10:35:00 PM,4/30/2019 9:28:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
4/29/2019 10:00:00 PM,4/29/2019 12:00:00 AM,4/29/2019 12:00:00 AM,4/29/2019 12:00:00 AM,True,46,0-59 minutes,Deployment,,14,,4/29/2019 11:24:00 PM,4/29/2019 10:38:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 5,960,
4/29/2019 9:00:00 PM,4/29/2019 12:00:00 AM,4/29/2019 12:00:00 AM,4/29/2019 12:00:00 AM,True,56,0-59 minutes,Deployment,,48,,4/29/2019 10:11:00 PM,4/29/2019 9:15:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 4,2400,
4/29/2019 3:00:00 PM,4/29/2019 12:00:00 AM,4/29/2019 12:00:00 AM,4/29/2019 12:00:00 AM,False,8,0-59 minutes,Deployment,,6,,4/29/2019 3:23:00 PM,4/29/2019 3:15:00 PM,CANCELLED,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
4/26/2019 8:00:00 PM,4/26/2019 12:00:00 AM,4/26/2019 12:00:00 AM,4/26/2019 12:00:00 AM,False,5,0-59 minutes,Deployment,,6,,4/26/2019 8:25:00 PM,4/26/2019 8:20:00 PM,CANCELLED,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
4/25/2019 6:00:00 PM,4/25/2019 12:00:00 AM,4/25/2019 12:00:00 AM,4/25/2019 12:00:00 AM,True,37,0-59 minutes,Deployment,,72,,4/25/2019 7:36:00 PM,4/25/2019 6:59:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,4800,
4/24/2019 8:00:00 PM,4/24/2019 12:00:00 AM,4/24/2019 12:00:00 AM,4/24/2019 12:00:00 AM,True,5,0-59 minutes,Deployment,,6,,4/24/2019 8:16:00 PM,4/24/2019 8:11:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
4/24/2019 4:00:00 PM,4/24/2019 12:00:00 AM,4/24/2019 12:00:00 AM,4/24/2019 12:00:00 AM,False,0,more than 2 hours,Deployment,,48,,4/24/2019 4:25:00 PM,4/24/2019 4:25:00 PM,CANCELLED,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,2400,
4/23/2019 9:00:00 PM,4/23/2019 12:00:00 AM,4/23/2019 12:00:00 AM,4/23/2019 12:00:00 AM,False,9,0-59 minutes,Deployment,,6,,4/23/2019 9:30:00 PM,4/23/2019 9:21:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 3,40,
4/22/2019 5:00:00 PM,4/22/2019 12:00:00 AM,4/22/2019 12:00:00 AM,4/22/2019 12:00:00 AM,False,4,0-59 minutes,Deployment,,16,,4/22/2019 5:05:00 PM,4/22/2019 5:01:00 PM,CANCELLED,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
4/22/2019 9:00:00 AM,4/22/2019 12:00:00 AM,4/22/2019 12:00:00 AM,4/22/2019 12:00:00 AM,True,35,0-59 minutes,Deployment,,16,,4/22/2019 9:51:00 AM,4/22/2019 9:16:00 AM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
4/19/2019 11:00:00 PM,4/19/2019 12:00:00 AM,4/19/2019 12:00:00 AM,4/19/2019 12:00:00 AM,True,36,0-59 minutes,Deployment,,16,,4/19/2019 11:46:00 PM,4/19/2019 11:10:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
4/17/2019 2:00:00 PM,4/17/2019 12:00:00 AM,4/17/2019 12:00:00 AM,4/17/2019 12:00:00 AM,True,35,0-59 minutes,Deployment,,16,,4/17/2019 2:46:00 PM,4/17/2019 2:11:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
4/17/2019 1:00:00 PM,4/17/2019 12:00:00 AM,4/17/2019 12:00:00 AM,4/17/2019 12:00:00 AM,True,32,0-59 minutes,Deployment,,16,,4/17/2019 1:39:00 PM,4/17/2019 1:07:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
4/17/2019 4:00:00 AM,4/17/2019 12:00:00 AM,4/17/2019 12:00:00 AM,4/17/2019 12:00:00 AM,False,7,0-59 minutes,Deployment,,16,,4/17/2019 4:23:00 AM,4/17/2019 4:16:00 AM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
4/16/2019 5:00:00 PM,4/16/2019 12:00:00 AM,4/16/2019 12:00:00 AM,4/16/2019 12:00:00 AM,True,36,0-59 minutes,Deployment,,48,,4/16/2019 6:08:00 PM,4/16/2019 5:32:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,2400,
4/16/2019 1:00:00 PM,4/16/2019 12:00:00 AM,4/16/2019 12:00:00 AM,4/16/2019 12:00:00 AM,False,21,0-59 minutes,Deployment,,48,,4/16/2019 1:22:00 PM,4/16/2019 1:01:00 PM,CANCELLED,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,2400,
4/15/2019 12:00:00 PM,4/15/2019 12:00:00 AM,4/15/2019 12:00:00 AM,4/15/2019 12:00:00 AM,True,36,0-59 minutes,Deployment,,16,,4/15/2019 12:57:00 PM,4/15/2019 12:21:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
4/12/2019 7:00:00 PM,4/12/2019 12:00:00 AM,4/12/2019 12:00:00 AM,4/12/2019 12:00:00 AM,True,8,0-59 minutes,Deployment,,32,,4/12/2019 7:45:00 PM,4/12/2019 7:37:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,4800,
4/12/2019 6:00:00 PM,4/12/2019 12:00:00 AM,4/12/2019 12:00:00 AM,4/12/2019 12:00:00 AM,False,1,0-59 minutes,Deployment,,32,,4/12/2019 6:25:00 PM,4/12/2019 6:24:00 PM,CANCELLED,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,4800,
4/10/2019 12:00:00 PM,4/10/2019 12:00:00 AM,4/10/2019 12:00:00 AM,4/10/2019 12:00:00 AM,True,39,0-59 minutes,Deployment,,48,,4/10/2019 1:34:00 PM,4/10/2019 12:55:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,2400,
4/10/2019 12:00:00 PM,4/10/2019 12:00:00 AM,4/10/2019 12:00:00 AM,4/10/2019 12:00:00 AM,False,3,0-59 minutes,Deployment,,48,,4/10/2019 12:24:00 PM,4/10/2019 12:21:00 PM,CANCELLED,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,2400,
4/9/2019 3:00:00 PM,4/9/2019 12:00:00 AM,4/9/2019 12:00:00 AM,4/9/2019 12:00:00 AM,False,7,0-59 minutes,Deployment,,16,,4/9/2019 3:38:00 PM,4/9/2019 3:31:00 PM,CANCELLED,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
4/9/2019 3:00:00 PM,4/9/2019 12:00:00 AM,4/9/2019 12:00:00 AM,4/9/2019 12:00:00 AM,False,3,0-59 minutes,Deployment,,16,,4/9/2019 3:29:00 PM,4/9/2019 3:26:00 PM,CANCELLED,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
4/8/2019 4:00:00 PM,4/8/2019 12:00:00 AM,4/8/2019 12:00:00 AM,4/8/2019 12:00:00 AM,True,111,60-119 minutes,Deployment,,14,,4/8/2019 6:09:00 PM,4/8/2019 4:18:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 5,960,
4/5/2019 2:00:00 PM,4/5/2019 12:00:00 AM,4/5/2019 12:00:00 AM,4/5/2019 12:00:00 AM,True,30,0-59 minutes,Deployment,,48,,4/5/2019 3:27:00 PM,4/5/2019 2:57:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,2400,
4/5/2019 2:00:00 PM,4/5/2019 12:00:00 AM,4/5/2019 12:00:00 AM,4/5/2019 12:00:00 AM,False,7,0-59 minutes,Deployment,,48,,4/5/2019 2:38:00 PM,4/5/2019 2:31:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,2400,
4/5/2019 1:00:00 AM,4/5/2019 12:00:00 AM,4/5/2019 12:00:00 AM,4/5/2019 12:00:00 AM,True,33,0-59 minutes,Deployment,,48,,4/5/2019 1:58:00 AM,4/5/2019 1:25:00 AM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,2400,
4/4/2019 6:00:00 PM,4/4/2019 12:00:00 AM,4/4/2019 12:00:00 AM,4/4/2019 12:00:00 AM,False,1,0-59 minutes,Deployment,,576,,4/4/2019 6:05:00 PM,4/4/2019 6:04:00 PM,CANCELLED,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,52800,
4/4/2019 3:00:00 AM,4/4/2019 12:00:00 AM,4/4/2019 12:00:00 AM,4/4/2019 12:00:00 AM,False,34,0-59 minutes,Deployment,,16,,4/4/2019 4:24:00 AM,4/4/2019 3:50:00 AM,CANCELLED,1,IBM2/Anonymized Deployment Job Data.csv,Product 2,960,
4/4/2019 1:00:00 AM,4/4/2019 12:00:00 AM,4/4/2019 12:00:00 AM,4/4/2019 12:00:00 AM,False,4,0-59 minutes,Deployment,,48,,4/4/2019 1:10:00 AM,4/4/2019 1:06:00 AM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,4800,
4/4/2019 1:00:00 AM,4/4/2019 12:00:00 AM,4/4/2019 12:00:00 AM,4/4/2019 12:00:00 AM,False,3,0-59 minutes,Deployment,,96,,4/4/2019 1:09:00 AM,4/4/2019 1:06:00 AM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,50400,
4/4/2019 1:00:00 AM,4/4/2019 12:00:00 AM,4/4/2019 12:00:00 AM,4/4/2019 12:00:00 AM,False,4,0-59 minutes,Deployment,,96,,4/4/2019 1:08:00 AM,4/4/2019 1:04:00 AM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,43200,
4/3/2019 9:00:00 PM,4/3/2019 12:00:00 AM,4/3/2019 12:00:00 AM,4/3/2019 12:00:00 AM,True,7,0-59 minutes,Deployment,,72,,4/3/2019 9:56:00 PM,4/3/2019 9:49:00 PM,SUCCESS,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,4800,
4/3/2019 7:00:00 PM,4/3/2019 12:00:00 AM,4/3/2019 12:00:00 AM,4/3/2019 12:00:00 AM,False,28,0-59 minutes,Deployment,,72,,4/3/2019 8:18:00 PM,4/3/2019 7:50:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,4800,
4/3/2019 6:00:00 PM,4/3/2019 12:00:00 AM,4/3/2019 12:00:00 AM,4/3/2019 12:00:00 AM,False,19,0-59 minutes,Deployment,,72,,4/3/2019 7:15:00 PM,4/3/2019 6:56:00 PM,FAILURE,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,4800,
4/3/2019 5:00:00 PM,4/3/2019 12:00:00 AM,4/3/2019 12:00:00 AM,4/3/2019 12:00:00 AM,False,5,0-59 minutes,Deployment,,144,,4/3/2019 5:41:00 PM,4/3/2019 5:36:00 PM,CANCELLED,1,IBM2/Anonymized Deployment Job Data.csv,Product 1,19200,
